name,phone,birth,department,salary
Petar,1689549,1971-12-06,12,2029711000953815960
Matteo,3047561,1967-12-10,7,4491707547069152389
Noah,2065445,1995-03-13,7,3852692189015924855
Luca,8897176,1974-06-23,6,7625686953970249502
Jack,2635606,1991-08-05,8,6261520823896135346
David,6820611,2000-12-08,12,6097365220920718913
Matei,5772463,1977-10-14,9,1548088198822001428
Mark,4606743,1955-06-08,6,7095028432160644031
Damir,6812571,1991-07-22,2,5308238534684863564
Alexandru,8218264,2004-08-07,5,8382786208556488932
Maxim,4160932,1958-02-21,5,7001995829754389899
Bogdan,7171087,1985-09-23,10,7045138771561033883
Luca,3422007,1979-08-05,4,7718079227399866826
Damian,5728931,1992-05-19,2,7456135558139331479
Jules,9970822,1990-02-02,3,6907917349537603503
Léo,7419264,1984-05-15,7,1277579653068151491
Noah,3059381,1959-08-30,5,1946375817761320092
Liam,7618708,1979-09-22,10,5865794806099835827
Louis,1618983,1973-06-06,3,3490986798194669794
Raphaël,2588648,1963-08-16,9,8465580344941624396
Nikola,3899931,1970-10-24,9,7345290389051396254
Marko,6884741,1982-06-20,10,8353268244802563202
Dragan,5507165,1957-06-05,4,3990598383934323873
Miloš,4146544,2001-11-06,5,6896313247915744861
Zoran,4409603,1971-09-19,3,7737030319401588902
Milan,7841277,1967-04-24,8,37936146886620423
Aleksandar,9038740,1960-10-08,10,3004306230194508427
Ivan,6119792,1979-06-12,1,1767479729427700496
Petar,4325698,1994-04-21,7,203988696825545620
Luka,4018773,1956-08-22,3,3578834290557840347
Luka,2165283,2002-12-10,6,8219932236942378424
Lazar,4867588,1966-11-27,6,1702106100590076673
Vasilije,8670936,1987-06-10,1,5559249608438183671
Petar,7337869,1983-08-19,1,4041549515940368607
Bogdan,9316934,2002-04-12,5,5496113621937674951
Vuk,8214404,1998-03-19,8,7096492852863858304
Viktor,5641751,1999-04-19,10,7401092299923857162
Stefan,6582526,1992-08-29,1,5767681411900357741
Jakov,3579534,1956-06-25,8,3879834267529776317
Andrej,5804927,1989-11-20,9,8088103762058306225
Noah,1586432,1993-12-19,4,7318582361538872975
Luca,4226147,1962-04-26,6,471078524939767210
Lucas,9204648,1994-12-11,11,4217598634351417796
Liam,3013289,2001-10-15,9,1273148545708296716
Sem,7019634,1982-06-23,1,608366103981156448
Mees,2840679,2002-12-03,11,1821576862308971277
Noud,1435169,1993-12-02,9,1990187853240619053
Levi,4994888,1957-04-29,2,6876624549670499736
James,9238442,1981-03-13,6,2554293563017495187
Adam,8366648,2000-10-12,7,2942294069115323198
James,5596724,1957-06-01,7,2187747944138427006
Cillian,2408373,1966-09-10,11,7955243065970955341
Noah,8548538,1988-09-26,2,2901932158091104523
Jack,3220594,1992-11-28,1,8296030588874752883
Theo,2249298,1955-03-06,4,640959392158042780
Jude,8610774,1967-10-23,4,5969230248165542406
Luca,5838479,1958-10-21,8,3373991655265322762
Charlie,5649949,1961-02-04,5,2846467860498122829
Oisin,4868109,1958-11-30,5,7164054569113338531
Oliver,1076434,1972-01-19,6,6819858851647259486
Lucas,7830556,1970-12-08,5,963561031106951308
Noah,8706229,1964-05-25,3,4430662507479985627
Oliver,9404787,1956-05-31,9,4290752738855008746
Emil,9957037,1965-10-10,12,8982325586559539056
Jakob,6827427,1990-02-24,3,5618447858125302811
William,1019537,1977-02-27,1,6181159697026655073
Theodor,2997195,2003-11-02,5,3752289019983966109
Ludvig,4760058,1972-07-21,6,444273932547474540
Liam,9816688,1984-04-22,6,8118853222920762458
Johannes,1610941,1972-05-24,4,3878075218101226733
Nikodem,4236321,1967-02-07,3,8787901163950848901
Jan,2555872,1987-05-05,7,3785628034422265309
Aleksander,6030821,1979-01-08,2,299893839400865812
Antoni,6410871,1994-10-13,7,7559595006727904331
Franciszek,3756110,1982-04-13,10,4458050961892479837
Leon,4408478,1963-08-07,2,7139434540388099091
Ignacy,3062763,1964-08-15,10,5657682148099692116
Jakub,7601923,1992-01-06,4,8858041129781078959
Stanisław,5026058,2002-04-07,11,2144877224385716134
Mikołaj,6103632,1978-06-17,11,8728685441231576290
Francisco,5931246,1985-06-06,6,5202304237297485516
Lourenço,7199521,1964-09-19,1,7567807536694650566
Vicente,9807785,2000-11-06,9,3353511463521765551
Tomás,3692005,1987-07-30,7,1561530878327410701
João,1067434,1969-10-09,5,5981461436105749635
Duarte,6415731,1963-07-27,10,8888502024139461997
Afonso,9232210,1997-05-28,9,6374835478222859970
Gabriel,8606054,1994-02-12,2,8726058956460425003
Miguel,3623708,1956-09-09,10,701239601542211367
Santiago,7614252,1979-07-09,11,8402570131518007975
Andrei,6840096,1983-04-06,8,4626896683018112502
Ştefan,4969122,1962-06-03,11,7480116400960986695
Matei,2875262,1959-07-24,4,757065622189177779
Gabriel,5976918,1978-03-04,10,7701472390141318600
Alexandru,6044073,1975-10-29,4,2859687820012974345
David,8149290,1985-07-01,11,2658051089193754111
Ioan,3588461,1995-12-16,10,6338204099441528608
Ionut,6956094,1993-03-03,7,1544003889663918385
Nicolas,5361372,1968-10-27,9,3749660286912194893
Luca,6614044,1980-03-31,8,5395163669684135948
Mikhail,2131567,1991-05-09,4,4006237130074019039
Aleksandr,7242332,1987-11-26,1,3591548507820129281
Lev,9230860,1998-07-19,1,3482153663113324535
Maxim,5801261,1995-06-05,10,4245028562669925926
Mark,9659980,1973-01-10,8,3877140955644820342
Ivan,6636373,1959-11-15,8,1188289732414832445
Artem,3576268,1986-11-25,7,2711362233285609574
Matvey,8089421,1964-08-23,10,7595523693733824872
Alexander,5551659,1959-05-15,1,5272112852729590246
Sergei,3791798,1992-08-19,9,2981817403927918757
Dmitry,2980002,1957-10-28,7,3438638492992835688
Andrei,2099008,1989-10-03,9,3040727968268978348
Alexey,5896024,1968-06-05,12,4228214985227654634
Maxim,9533356,1983-09-17,4,3407947591835487266
Evgeny,7818970,1960-01-20,3,5963221411290490428
Ivan,8738411,1979-04-09,6,3424043938837426479
Mikhail,4471166,1985-05-01,3,7020738872448257815
Artyom,4277122,2002-01-12,2,3882059079693521342
Tommaso,6951623,1956-06-11,11,6452250253476023517
Edoardo,1239517,1983-01-13,11,6740900376267703603
Leonardo,4648750,1973-05-05,6,1794488348799233471
Noah,7837098,1992-10-01,3,7061476666458958390
Muhammad,7153292,1976-01-15,10,7719789596438430910
Rory,9875090,1964-11-17,12,8836996105257170057
Theo,9889592,1970-10-13,8,915195007898489771
Leo,6778292,1989-12-29,12,8825259996198922080
Luca,7974997,1972-03-29,7,2922976922038241145
Jack,5349010,1971-11-05,4,6289847077195686830
Oliver,6532624,1964-04-18,8,6188899417190450922
Harris,2076482,1987-11-03,10,7497005816688893306
Archie,9627994,2000-10-22,11,4626286721849205294
Finlay,7642504,1963-03-20,9,7855552100694055034
Dragan,4569571,1957-11-17,9,1163841022525401360
Milan,5044027,1972-12-17,7,6510611302679027323
Aleksandar,1392484,1974-05-26,1,3917602484447903800
Zoran,1719376,1971-11-16,12,8624025077432092251
Nikola,8834476,1995-06-27,11,8475596370169089526
Miloš,9834048,2004-11-07,10,4587360701917563803
Marko,5763591,1974-07-04,1,1332870162195226390
Goran,3258083,1998-11-28,8,2027507435425689702
Dušan,6214605,1963-04-22,3,8529931287050577061
Dejan,6292073,2001-11-17,11,7450985958456631511
Relja,6322693,1959-05-05,11,8920796748222260136
Mateo,3355604,1988-06-30,11,3417037260942082471
Noa,6003760,1994-06-09,10,1357133137904429378
Emil,2374769,1960-09-30,8,7180568677545932365
Leon,5181848,1983-04-22,5,7552406592885449588
Teo,6869592,1990-05-09,10,8968340803423977349
Matija,5251522,1989-05-29,4,5331400614346425181
Filip,3373477,1985-02-16,3,880341234094839269
Nikola,1112138,1988-12-15,5,4356428594383192844
Danijel,9512358,1998-01-02,8,536640737655509113
Jakub,3982030,2004-01-28,10,2183144357370826126
Samuel,6689970,1988-03-22,9,7376692499452350082
Adam,9957001,1988-01-18,12,4305539828869473744
Šimon,1372984,1978-09-21,1,8053465853827703099
Michal,8771304,2004-02-18,2,2197193035118776857
Oliver,1593383,1978-05-08,8,942711472048474047
Tomáš,8565854,1975-02-27,10,1880400225368552197
Filip,5206327,2006-04-09,3,391286719769839885
Matej,1898052,1962-12-23,4,2529779646115902324
Martin,3358355,1959-06-18,11,2334094387546827278
Luka,3726041,1997-09-04,10,6030941027542764881
Nik,1543329,1973-04-15,12,1088271479979923004
Filip,1667007,1976-03-31,3,8813847775450184836
Jakob,1476552,1995-11-08,7,8772231975982769037
Mark,1886166,1998-07-26,8,2175133001138012411
Lovro,9356139,1962-12-19,7,8320341614745368184
Liam,4909410,1970-10-10,8,3666712825841114586
Tim,4976800,1983-02-15,10,4081427279877651909
Lan,6267252,1989-01-03,9,5284636874863758482
Oskar,1824289,1989-02-13,1,1220262225743487260
Oliver,7517217,1990-10-22,10,4651796287108542297
Hugo,3110447,1979-01-30,7,6399582912918350272
Mateo,1631468,1994-10-29,7,7135787420457007298
Martín,7660258,1994-10-07,6,2278469954022713099
Leo,1523079,1962-09-30,2,5750843296586624251
Lucas,6535694,1976-01-20,7,4666112668935175839
Manuel,1374912,1964-10-14,5,223928893873087132
Pablo,1696361,1995-11-26,12,6471113345424953545
Alejandro,5639591,1982-07-29,5,3759667634093415130
Enzo,2327195,2002-11-19,10,1256765242946507387
Daniel,2067697,1964-05-05,12,1343248077317110612
Oihan,1240848,2000-09-10,11,7861076529861858856
Martín,6718931,1992-11-07,10,7841845161757747771
Julen,5590552,1985-09-16,7,7756319425879169708
Aimar,8679529,1981-06-14,1,8713462770105576112
Markel,8839928,1968-08-14,8,4190837616357944315
Ibai,1833872,1987-09-10,9,6791477887290368391
Jon,7660590,1980-02-27,12,4638047308279432276
Luka,8022954,1996-06-21,6,716842648673955916
Luken,6294055,1988-01-17,4,4234469770523700408
Izei,2961993,1984-12-11,2,1148486887031288403
Jan,1157177,2004-03-15,4,4389404183910032622
Biel,5601638,1981-11-25,1,8648178499535142968
Pol,4795374,1985-04-05,1,6124755764323633207
Nil,2565270,1975-06-16,11,5441532681745106004
Leo,6020078,1957-02-06,7,7588635594389179541
Martí,2521944,2005-05-21,12,3278967569621189429
Marc,3691266,1961-02-05,3,4102120538655210966
Hugo,9947513,1994-01-08,10,671688972081713660
Àlex,7291203,2002-09-28,4,7974127160045583480
Liam,4759275,1965-01-25,9,8791672634620012090
Noah,3016923,1995-05-28,6,2620003900383574669
William,9663314,2004-05-08,1,5806002176208886799
Hugo,2073881,1981-02-22,4,5634642711418568470
Liam,8579681,1957-01-19,2,7080804238451893354
Adam,5700705,1955-01-29,10,5712301122004999211
August,8940368,1987-03-25,2,5839754384907004556
Nils,7033938,1960-01-05,8,8444281935925083133
Leo,1688071,1980-11-06,3,7803002633132791089
Oliver,2766874,2004-12-18,5,4094031785314702387
Otto,1500411,1985-09-18,11,4420431995540237656
Sam,4334874,1979-05-26,4,157898677930219925
Noah,3382539,1965-06-10,10,2514248258567784356
Liam,5183349,1967-05-03,5,5300510517525151555
Matteo,6234430,1992-11-19,8,3382882681243125944
Gabriel,7256148,1966-05-20,1,1387547907648977956
Leano,4901079,1983-09-01,3,7588159203062728553
Leo,6862083,1992-10-21,6,6904254701657774743
Luca,3421218,1970-07-12,9,4183424790899814124
Leon,6378267,1976-12-14,4,6771893937364301902
Elias,4383085,1983-06-15,8,5025275837386595678
Lio,1351577,1961-10-15,10,4943480013926857611
Lev,2648030,1999-09-20,4,4751440140572737445
Matviy,8806769,1994-12-06,11,6239308961342504177
Mark,9693207,1955-08-22,5,2969925084932986507
Artem,8412358,1976-10-19,2,5873389105528099541
Tymofiy,7315326,1985-07-24,4,705110003880142786
Artem,1665397,2003-04-20,7,2566589797873375998
Maksym,1423292,1981-08-01,12,606799890420230453
Bohdan,1225893,1971-12-16,4,737039165061901820
Dmytro,4333811,1990-08-22,11,1068068838752106679
Mykhaylo,5817301,1977-10-11,4,7756926825165513760
Andriy,7119019,2003-06-18,2,3989704406731196481
Denys,7695210,2006-08-06,1,8807199075645248252
Danylo,7733215,1963-06-15,6,1228524483683548155
Tymofiy,8171658,1989-05-03,3,2450332726401126235
Makar,8226032,1996-02-20,6,1086060675331530004
Mark,9944476,1987-07-03,7,486722468619198697
Noah,7732306,1978-03-07,8,8110377977820140307
Luca,4576166,1977-07-20,8,8619057426996940423
Oliver,1023679,2000-10-27,7,4540506846437631450
Arthur,4228730,1983-06-02,1,7113065394348384250
Archie,1906341,1985-09-28,6,1597560016336062809
Theo,2515285,1987-05-17,9,5006801475117234049
Leo,1112677,1997-11-07,12,4821030493240791608
Oscar,5595436,1959-08-27,3,8003566661274976994
Arlo,2703976,1991-04-24,5,8480692840797190893
Theodore,2601944,1972-01-26,4,7944636735738936741
Amelia,9492678,1981-03-20,9,1154411317634288703
Ajla,9767304,1986-03-01,3,5173589453207933700
Aria,3710304,1988-12-29,2,5434657837618124627
Amelja,8036720,1983-01-01,5,8700552312060831529
Leandra,4563909,1967-01-10,3,5597382783186447098
Ambra,8573226,1960-03-17,5,8320180231656581271
Klea,6545502,1957-05-06,9,2804432340572685783
Melisa,1634937,1979-05-10,2,8382520170198891561
Amaris,1093840,1987-09-28,12,7462283788659820698
Reina,9832898,1997-09-05,1,8088074393505421195
Martina,1931656,1958-01-25,10,2209540628477146474
Emma,6716107,1961-09-25,7,4275518153374468652
Jana,4425316,1974-09-27,12,5390039222692036822
Lucia,9843169,1973-04-21,10,2001031083049958448
Emilia,4469789,1961-05-01,6,6530504004983358426
Marie,1575987,1970-09-20,2,4740105358014185849
Emma,4365244,2002-02-20,6,7415551371295242966
Anna,5462503,1980-01-19,1,3682390902234009698
Mia,3421632,1972-07-02,7,5997558224919422884
Sophia,2025775,1981-07-30,5,5388711534615389702
Valentina,6539118,1955-12-02,1,7575164147693916441
Lena,6751013,2005-10-06,2,1013807621844376879
Lea,7880100,1961-02-25,10,4539564438522470934
Laura,2617682,1985-03-02,1,4694562955482968133
Safija,4359733,1974-02-06,2,4230541660045316598
Yeva,3902097,1991-12-04,3,6548697175362970201
Hanna,4587594,1997-06-10,5,8201939309182836750
Vasilisa,8031212,1986-12-29,12,801551712694075511
Kseniya,8512267,1985-04-30,4,24014348734244734
Olivia,3850029,1961-02-11,5,7179820398379476458
Emma,4170371,1989-11-29,2,5258021159444571396
Louise,1885842,2001-11-25,4,4659405496089204115
Lina,7503989,1999-08-09,11,3660931836308775398
Sofia,8147502,1988-10-09,10,8868099760989679650
Alice,8266165,1961-03-14,7,1724470339055877366
Eva,7195295,1955-05-06,7,3424756548372420725
Anna,2881506,1998-10-07,7,8477126203030940911
Mila,7818347,2004-05-16,5,1654099006062186972
Juliette,7516813,1970-08-02,1,8553527977482731128
Iman,5422104,2000-10-29,2,5904316193598956374
Nur,3970239,1955-05-17,7,529241040574979483
Hana,8251542,1988-03-20,4,5985040761183439880
Farah,9593844,1973-04-24,9,7042007392852260107
Ema,2626441,1983-11-09,8,6183532562896436043
Sara,9967125,1982-03-17,2,1602305422905336765
Aya,7711551,1977-03-09,6,5216173058934588631
Mia,2623059,1988-10-04,10,5619869465057251895
Sofija,4779774,1978-04-17,6,5339255208139385894
Una,8634987,1995-12-02,11,4851754512975200084
Viktoriya,4174498,1972-04-05,11,1125402814776805706
Mariya,1330174,2004-08-26,9,952989411596210110
Sofiya,8697357,2004-11-06,10,5006934884629852125
Nikol,5929748,2002-08-04,10,1235388240244366008
Raya,1480793,2004-08-30,10,2515950251388522881
Gabriela,2820685,1983-12-04,2,8200594807629576793
Aleksandra,7542334,2003-04-10,11,4937270572003168817
Yoana,1285864,1974-12-25,7,385123882436097227
Elena,9010455,1958-05-30,3,98472437725420774
Dariya,2796123,1965-06-09,2,1273841939492627947
Mia,2189656,1973-10-12,3,4029945208951762398
Rita,4750390,1969-05-23,1,2307646612374547954
Nika,5476112,2002-12-02,12,4908516130713614993
Mila,5303477,1960-07-30,9,2856621222872281037
Lucija,3105891,1972-04-30,7,2539079912329266413
Ema,3611976,2001-09-24,4,6109769856652748297
Marta,4407947,1988-12-01,6,129062456299821107
Sara,9790492,1960-12-07,4,3640135427580819792
Eva,6523105,1989-03-21,7,7148561368208218263
Dora,8800259,1974-01-04,5,6692421511714520515
Lara,1546513,1957-02-11,10,5672782781133582730
Maria,2514754,1992-10-13,8,3231616828163257859
Eleni,8122807,1988-04-26,2,3672380271184586243
Androula,1362711,1957-11-19,6,5858031979754091086
Georgia,6685828,1972-10-12,6,6446865199718931031
Panagiota,5749644,1964-04-05,3,1746228684964125144
Anna,4326530,1955-10-22,2,5839452033532851176
Christina,4442179,1983-09-17,5,2893903851226350872
Katerina,2209593,1958-04-02,10,4424760729170274382
Ioanna,3155744,1965-11-17,6,4995928875847062303
Kyriaki,5349645,1960-04-12,7,3004825556698625485
Eliška,8332281,1959-11-17,4,7140596076641410299
Anna,4093039,1981-07-14,10,361228886381513836
Sofie,1585846,1976-04-04,12,4683463109204573249
Viktorie,5230356,1974-05-25,1,747294728764435104
Adéla,8053290,1963-06-04,11,996789312156408213
Ema,7457540,1989-02-11,8,8947766957649446453
Tereza,2252691,1967-01-12,6,324734234758989377
Laura,5232713,1963-10-17,9,6503952398261957030
Amálie,1036744,1993-09-14,4,4814247945676150413
Natálie,1932056,1973-03-24,8,3999020037494047940
Mia,1327806,1985-10-20,3,6404165375011121484
Emma,8758901,1958-02-21,10,2901045403965963949
Ella,4068275,1997-04-18,6,144386803397453501
Luna,3732568,1973-08-16,8,3496748174693859956
Alma,2262490,1977-12-09,3,4090480893364309119
Frida,2862838,2005-10-01,9,228985584089223680
Olivia,1635379,2002-08-18,8,2321923541124794465
Ida,9136080,1963-07-17,1,5303252814001823355
Agnes,2807271,1993-07-02,11,7409903119974015005
Karla,7844888,1977-02-04,12,6754061560863426649
Nora,4414521,1963-08-20,5,165671633919507291
Olivia,6570439,1958-01-21,11,6888603516928242837
Amelia,8094386,1983-08-03,12,6033678041523398346
Lily,6154249,1987-05-23,6,5386520483260878139
Isla,2686233,2003-12-28,9,7569407604335625827
Ivy,1959140,1999-11-14,9,8503723730097514403
Florence,2449190,1990-05-14,2,4369952978126285342
Freya,5046846,2006-04-25,8,4334567548628190454
Poppy,5897359,2002-07-03,4,2768770276865455035
Ava,3974607,1975-04-23,9,1166923240171601805
Elsie,8552296,1977-05-12,4,7950919703295699003
Sofia,4967967,2002-05-06,1,4963220600570916607
Mia,6047312,1963-10-19,7,7058224836559882828
Eva,9720788,1984-11-13,2,3993960615436150481
Emma,3126100,1958-03-12,4,469632044431723901
Emilia,9166031,1967-03-25,9,3536265404517900123
Lenna,2064116,1985-01-22,10,6428493759944178029
Olivia,1650356,2003-11-03,4,274933144602900286
Nora,1244285,1970-09-11,12,7824175453306547856
Emily,1769219,1973-08-28,1,2090640219641466314
Amelia,4315346,1965-12-19,8,6599974242338547156
Emma,4342383,1955-10-18,3,6612480054592046800
Ida,5384576,1995-07-17,2,1067222305062369095
Hanna,3146945,1956-02-20,11,8779330209615939510
Olivia,2376099,1988-07-27,10,2062395203276481571
Ann,4681074,1970-03-01,10,127728022616458771
Anna,4386749,1977-07-02,9,677629384401741545
Brim,6940016,1986-01-20,1,307708288263323899
Maria,1556250,1993-09-29,4,3574698591104086670
Teresa,2069904,1975-03-01,5,1045900839749122822
Bára,4140720,1984-08-29,8,5730162780805802016
Elisa,1504593,1998-08-29,12,588644846642680202
Emilia,6165460,2004-02-26,10,2178515010764478599
Glæma,9719598,1999-12-27,8,1314309364051871705
Lillý,7593168,1980-09-10,1,4080887473180874590
Lív,8632545,1971-07-23,8,5945616105856074265
Marjun,9139040,2001-07-03,4,5606928086510392885
Nora,1972564,1968-04-21,6,8627346046501389392
Silja,7828387,1996-03-11,11,7922620098992914435
Sólja,1200402,1961-04-02,10,3854787973222460941
Olivia,2966794,1979-04-12,12,7579208574045112365
Aino,5642981,1997-12-30,1,1931191999775843695
Linnea,7914699,1999-01-20,9,5606217494728782937
Sofia,3359336,1967-06-30,6,1900731085046637748
Ellen,8439980,1990-01-01,6,1486565138900301073
Isla,8341164,2006-09-20,3,1514784536451434511
Lilja,3126026,1988-04-03,11,5243249625568762603
Eevi,4833998,1962-05-29,4,7436738457372975876
Aava,5106929,1958-01-27,9,2322812410321699135
Helmi,7930517,1989-10-26,6,8353550757808275558
Viola,9165472,1995-07-15,3,3627367702121562637
Hilla,6323410,1963-01-29,2,7319976183211430433
Louise,6210189,1971-12-19,10,8173005415173156332
Alma,6466221,1986-10-21,10,8081788095849098371
Emma,1274741,1970-01-12,10,1253381590937603213
Olivia,2189401,1989-07-18,12,6685704098155795998
Jeanne,2213427,1971-04-17,10,760049011237973226
Adèle,9018369,1993-08-28,8,4536421996469362057
Gabrielle,6729428,1997-11-24,3,3488698244269367148
Sofia,5444772,2005-07-07,1,1841031959705364867
Anna,7472198,1961-01-01,5,269347493045717474
Alice,8719941,2002-11-18,2,7044101657678348117
Louise,1278336,1998-10-09,4,3867278108308648165
Jade,9417348,1986-10-14,1,4010199373602325155
Ambre,5472856,1968-12-29,5,3327824902101647449
Alba,8233865,1976-04-21,1,5583103189501008650
Emma,8995424,1998-12-21,12,6600998296337362741
Alma,2309696,1955-11-21,5,5862166305352880624
Romy,1555889,1991-12-24,4,3933057817731036637
Rose,5592259,1986-11-05,12,7565831321590588610
Alice,7767791,1976-06-29,2,617348048899057535
Anna,8707431,1981-12-22,7,2245106718489224146
Nitsa,1273939,1996-03-03,9,4136179030126384194
Marta,8652171,2003-09-14,9,8799099850626210310
Mariam,2680890,1973-12-04,3,2399441095661728605
Elene,2110084,1994-08-24,12,2415684936532411600
Mariami,1516350,1992-02-27,7,5500334644496987328
Taia,2863404,1964-12-13,5,2549296832855866228
Lile,8113082,1976-10-08,9,743487682978943591
Eva,8708233,1979-10-12,7,3054586295383408779
Nia,6317045,1995-07-22,4,6402245448066821038
Nene,2327382,1982-11-03,1,1275659332979118094
Hannah,4907617,1969-01-27,5,4273353975717889766
Emma,5455464,1996-11-23,11,2217205795783995747
Mia,4397736,1979-07-16,2,4874744606511431253
Emilia,6919587,1964-08-15,6,7640903284608086668
Mathilda,3920518,1978-04-01,9,7564151994712189071
Lia,1414778,1977-07-21,6,7945717131476691059
Charlotte,3970258,1956-01-24,1,647950324069406056
Clara,5333394,1981-06-16,5,5313598285082812155
Mila,6310378,1966-10-21,7,7175728193476589131
Emily,5106700,1988-07-13,6,4192186402475933629
Emilia,8779553,2005-06-07,10,5236918695754003653
Sophia,2305848,2004-05-27,3,1872830640360230460
Emma,5059118,1959-01-19,1,7173261567004104019
Hannah,5987360,2006-02-27,9,3703441535024771925
Mia,9746669,2003-05-30,8,238560804543994231
Lina,4219920,1990-12-01,6,1925910460608985651
Ella,2340107,1999-02-06,10,4997875218247333457
Lia,8441182,2005-10-21,11,6816849947680085298
Leni,9199122,1988-06-08,2,4725384939429040006
Mila,5118238,1957-07-14,3,5043547009021154908
Ava,4588413,1983-05-23,10,8825237292378429527
Lucia,3960282,1979-03-26,1,5977002085294908975
Evie,5831353,1986-06-19,7,954178798231692964
Lily,5748420,1966-01-01,10,3164446003400445562
Olivia,7325529,1967-01-28,3,1194632915984172334
Sienna,3072505,1992-06-14,2,8417447904533795247
Maria,9275260,1979-10-29,4,6525859089469992150
Eleni,6484224,1955-06-19,4,1854012454405204801
Aikaterini,3405823,1991-05-22,5,5686196518994181021
Vasiliki,3652482,1965-10-21,6,6768003927260453280
Basiliki,5221945,1995-12-16,12,1989643015717612847
Sophia,7226767,1994-05-09,9,5576091663437169219
Angeliki,4476716,1987-03-04,2,7872037003579943304
Georgia,6419864,2002-04-10,12,4225840054241497817
Dimitra,2545269,1982-08-12,3,1111885356044957002
Konstantina,2373307,2004-07-21,12,4119089089698721386
Paraskevi,2982065,1965-01-26,2,3988510253131973492
Paraskeui,5142507,1985-08-16,12,119835525641547252
Charlotte,6658020,1990-01-15,4,5197680291056145044
Isla,8005208,1964-08-19,5,2178664501660772374
Amelia,6075071,1955-10-10,7,859777800927804065
Evie,4332164,2000-09-18,1,6990479603415205014
Harper,6522440,1972-10-19,9,5622196425081565893
Isabella,7956204,1977-05-24,9,6273336050629857477
Mila,9225152,1969-03-09,4,2889381331791511172
Olivia,4786163,1964-10-09,6,8601266450376777896
Pippa,4691884,1965-07-25,4,7776539765355880716
Hanna,2096466,1975-03-17,11,5742097889967354238
Anna,3670335,1970-12-29,2,5748209661529394023
Luca,8900464,1988-03-23,7,7982595405145394516
Zoé,9026918,1983-04-06,8,6369234397441065944
Léna,6939649,1994-12-23,4,1789142185771292284
Emma,7884473,1983-02-05,11,2340837655663930596
Olívia,5395922,1982-05-22,5,8599535569921821751
Boglárka,2894441,1971-12-02,10,805074408408617877
Lili,4807735,2004-12-28,3,5168101489119570489
Kamilla,7520197,1971-12-05,6,6291718624746206144
Aþena,3769424,1995-11-27,4,4858052609594230140
Embla,8129872,1975-04-05,11,3252030749090938936
Birta,7602224,1980-11-15,8,7964789612192260227
Emilía,4508860,1965-10-27,7,4578100212621348986
Sara,5146810,1960-05-22,12,6755501067379346333
Matthildur,7087032,1994-01-16,7,63449741106279479
Andrea,7027192,2003-07-04,9,5820849250980289643
Bríet,2910770,2000-02-09,7,601848074130416141
Hekla,5957026,1964-08-12,5,1645414509525476105
Júlía,9534325,1997-10-05,12,2120539038831048634
Sophie,3862771,1991-07-12,10,5181520171052991648
Éabha,8592020,2006-09-15,8,4777040800932904409
Grace,2218248,1974-01-01,3,4376600756995751028
Emily,1752453,1970-12-10,7,5302858835945755460
Fiadh,6771689,1997-03-21,1,5596899563918900425
Lily,2092411,1958-04-05,8,7672589179062155154
Olivia,4203240,1965-01-27,6,3167963936430023698
Amelia,9054959,1996-01-09,10,2800801782257635221
Sadie,6540401,1974-12-06,11,6275710183322498334
Mia,5210059,1962-08-12,7,2474442092943540438
Isabella/Isabelle,2659056,2004-11-14,2,4723638059442054546
Darcie/Darcy,7075585,1994-03-23,9,646372749720682433
Halle/Hallie,4134694,1993-09-14,8,8834608445662502651
Mabel,3527036,1971-06-12,3,1891482771463936840
Olivia,8413570,1993-10-06,1,5719742627868740009
Willow,8357488,1985-01-03,5,4209432094834895209
Sofia,2974079,2003-12-22,7,3928753371339838847
Aurora,7322602,1957-02-03,8,5142172916805922870
Ginevra,5026538,1969-06-06,2,4348602515453477638
Vittoria,1475167,1967-05-14,8,4427531788973220917
Giulia,3777990,1958-09-27,2,3072622717868029368
Beatrice,6272985,1996-03-12,1,339694212084556813
Ludovica,8122878,2004-01-30,12,496076717613349636
Alice,5446715,1973-03-04,5,7451920244221198967
Emma,7930494,1969-05-07,10,5599274278988174081
Matilde,9679180,1989-11-25,9,8164268040502941351
Olivia,1837501,2006-06-17,7,8469904965506519494
Isla,8428433,1995-07-11,2,8074958804908551170
Mia,5764310,1992-11-05,7,1676759493785681888
Emilia,7395408,2004-07-20,1,8067063517356466548
Emily,8683263,1972-11-07,9,2575706653511919046
Isabella,2866871,1959-09-05,10,4831801320044642038
Luna,7752844,2004-06-17,5,8283185642206922718
Florence,4580130,1959-10-19,4,1334793057077111767
Phoebe,8163417,1986-09-19,1,225404735889138017
Amelia,6942461,1993-02-05,1,36803202401667277
Emīlija,5633685,1963-06-10,10,1688725910832463936
Amēlija,6047869,1968-12-01,8,854371071247644473
Emma,6581748,1971-03-23,7,8143760346626419178
Sofija,6206217,1955-07-07,1,6551361221943619216
Nora,4844043,1958-12-23,4,3357345504427512180
Marta,9185914,1988-11-11,10,821071664613198091
Melānija,9127724,1960-03-16,12,3699140353604706997
Estere,4926600,1987-12-27,4,8353422624039092011
Alise,4895871,1963-12-25,5,7519633367678176215
Sophia/Sofia,4374910,1973-04-30,1,3609204139073553103
Amalia,2430512,1958-09-28,3,6134707094587269461
Anna/Ana,3999108,1989-11-26,11,4049775253037434648
